"occupation_id","prior_key","source_id","source_role","prior_score","prior_type","confidence","promotion_status","notes"
"occ_11_1021_00","aioe","src_aioe_2023","benchmark_occupation_prior","0.0000","benchmark_percentile","0.6500","benchmark_only","raw_score=0.574877|group=occupation_exposure"
"occ_11_1021_00","benchmark_mean_percentile","src_benchmark_bundle_2026_03","benchmark_bundle","0.3600","benchmark_bundle","0.9300","benchmark_only","benchmark_only|aioe=true|lm_aioe=true|webb_ai=true|webb_robot=true|webb_software=true|sml=true|gpts_dv_beta=true|gpts_human_beta=true"
"occ_11_1021_00","gpts_dv_alpha","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1250","benchmark_percentile","0.6500","benchmark_only","raw_score=0.000000|group=occupation_exposure"
"occ_11_1021_00","gpts_dv_beta","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1250","benchmark_percentile","0.6500","benchmark_only","raw_score=0.480769|group=occupation_exposure"
"occ_11_1021_00","gpts_dv_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.6250","benchmark_percentile","0.6500","benchmark_only","raw_score=0.961538|group=occupation_exposure"
"occ_11_1021_00","gpts_human_alpha","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.1250","benchmark_percentile","0.6500","benchmark_only","raw_score=0.115385|group=occupation_exposure"
"occ_11_1021_00","gpts_human_beta","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.0625","benchmark_percentile","0.6500","benchmark_only","raw_score=0.384615|group=occupation_exposure"
"occ_11_1021_00","gpts_human_gamma","src_openai_gpts_are_gpts_2023","benchmark_occupation_prior","0.0625","benchmark_percentile","0.6500","benchmark_only","raw_score=0.653846|group=occupation_exposure"
"occ_11_1021_00","live_adaptive_capacity","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.6700","adaptation_support","0.6100","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.56|job_zone=4|labor_resilience=0.43"
"occ_11_1021_00","live_augmentation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.3730","live_augmentation","0.6100","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.56|job_zone=4|labor_resilience=0.43"
"occ_11_1021_00","live_automation","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.2270","live_automation","0.6100","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.56|job_zone=4|labor_resilience=0.43"
"occ_11_1021_00","live_exposure","src_v2_launch_aggregate_2026_03","live_task_aggregate","0.3140","live_exposure","0.6100","active_live","derived_launch_aggregate|anthropic_cluster_coverage=0.56|job_zone=4|labor_resilience=0.43"
"occ_11_1021_00","lm_aioe","src_aioe_2023","benchmark_occupation_prior","0.1154","benchmark_percentile","0.6500","benchmark_only","raw_score=0.677615|group=occupation_exposure"
"occ_11_1021_00","sml","src_brynjolfsson_mitchell_rock_2018","benchmark_occupation_prior","0.3462","benchmark_percentile","0.6500","benchmark_only","raw_score=2.881311|group=occupation_exposure"
"occ_11_1021_00","webb_ai","src_webb_2020","benchmark_occupation_prior","0.6154","benchmark_percentile","0.6500","benchmark_only","raw_score=68.000000|group=occupation_exposure"
